index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,departure,duration_mins,arrival
9342,Air Asia,06-09-2019,Kolkata,Banglore,15:10,8h 20m,2 stops,No info,7870,06-09-2019 15:10,500,06-09-2019 23:30
9343,Jet Airways,06-09-2019,Banglore,Delhi,11:10,2h 55m,non-stop,No info,8016,06-09-2019 11:10,175,06-09-2019 14:05
9344,IndiGo,06-09-2019,Banglore,Delhi,21:15,3h,non-stop,No info,3943,06-09-2019 21:15,180,07-09-2019 00:15
9345,Jet Airways,06-09-2019,Kolkata,Banglore,18:55,21h 25m,1 stop,In-flight meal not included,10844,06-09-2019 18:55,1285,07-09-2019 16:20
9346,Air India,06-09-2019,Kolkata,Banglore,09:50,13h 25m,3 stops,No info,14960,06-09-2019 09:50,805,06-09-2019 23:15
9347,Jet Airways,06-09-2019,Kolkata,Banglore,21:10,11h 5m,1 stop,In-flight meal not included,11841,06-09-2019 21:10,665,07-09-2019 08:15
9348,Air India,06-09-2019,Kolkata,Banglore,09:25,20h,2 stops,No info,13007,06-09-2019 09:25,1200,07-09-2019 05:25
9349,Jet Airways,06-09-2019,Kolkata,Banglore,08:25,7h 55m,1 stop,No info,14571,06-09-2019 08:25,475,06-09-2019 16:20
9350,Air India,06-09-2019,Kolkata,Banglore,09:25,28h 20m,2 stops,No info,11752,06-09-2019 09:25,1700,07-09-2019 13:45
9351,Jet Airways,06-09-2019,Kolkata,Banglore,20:00,16h,1 stop,No info,14571,06-09-2019 20:00,960,07-09-2019 12:00
9352,Air India,06-09-2019,Delhi,Cochin,20:00,23h 15m,1 stop,No info,8372,06-09-2019 20:00,1395,07-09-2019 19:15
9353,SpiceJet,06-09-2019,Delhi,Cochin,17:55,4h 55m,1 stop,No info,5409,06-09-2019 17:55,295,06-09-2019 22:50
9354,Jet Airways,06-09-2019,Kolkata,Banglore,20:25,13h 20m,1 stop,No info,14151,06-09-2019 20:25,800,07-09-2019 09:45
9355,Air India,06-09-2019,Kolkata,Banglore,12:00,30h 30m,2 stops,No info,10151,06-09-2019 12:00,1830,07-09-2019 18:30
9356,Air India,06-09-2019,Delhi,Cochin,12:55,30h 20m,2 stops,No info,12436,06-09-2019 12:55,1820,07-09-2019 19:15
9357,SpiceJet,06-09-2019,Kolkata,Banglore,15:55,5h 30m,1 stop,No info,9158,06-09-2019 15:55,330,06-09-2019 21:25
9358,Jet Airways,06-09-2019,Kolkata,Banglore,20:00,13h 20m,1 stop,In-flight meal not included,11841,06-09-2019 20:00,800,07-09-2019 09:20
9359,Jet Airways,06-09-2019,Kolkata,Banglore,06:30,9h 50m,1 stop,No info,14571,06-09-2019 06:30,590,06-09-2019 16:20
9360,IndiGo,06-09-2019,Delhi,Cochin,08:30,12h 30m,1 stop,No info,6838,06-09-2019 08:30,750,06-09-2019 21:00
9361,Jet Airways,06-09-2019,Delhi,Cochin,09:00,10h,1 stop,No info,14714,06-09-2019 09:00,600,06-09-2019 19:00
9362,Multiple carriers,06-09-2019,Delhi,Cochin,10:20,8h 40m,1 stop,No info,11789,06-09-2019 10:20,520,06-09-2019 19:00
9363,Air India,06-09-2019,Kolkata,Banglore,16:50,20h 55m,2 stops,No info,11752,06-09-2019 16:50,1255,07-09-2019 13:45
9364,Air India,06-09-2019,Kolkata,Banglore,14:15,2h 30m,non-stop,No info,6245,06-09-2019 14:15,150,06-09-2019 16:45
9365,Multiple carriers,06-09-2019,Delhi,Cochin,09:45,12h 45m,1 stop,No info,9646,06-09-2019 09:45,765,06-09-2019 22:30
9366,Jet Airways,06-09-2019,Delhi,Cochin,21:50,6h 35m,1 stop,No info,14714,06-09-2019 21:50,395,07-09-2019 04:25
9367,Air India,06-09-2019,Delhi,Cochin,05:00,26h 40m,2 stops,No info,10756,06-09-2019 05:00,1600,07-09-2019 07:40
9368,Jet Airways,06-09-2019,Kolkata,Banglore,06:30,22h 10m,1 stop,In-flight meal not included,9663,06-09-2019 06:30,1330,07-09-2019 04:40
9369,Jet Airways,06-09-2019,Delhi,Cochin,06:45,21h 40m,2 stops,No info,13376,06-09-2019 06:45,1300,07-09-2019 04:25
9370,GoAir,06-09-2019,Kolkata,Banglore,06:40,7h 55m,1 stop,No info,3673,06-09-2019 06:40,475,06-09-2019 14:35
9371,Jet Airways,06-09-2019,Delhi,Cochin,18:25,18h 10m,2 stops,No info,14237,06-09-2019 18:25,1090,07-09-2019 12:35
9372,Multiple carriers,06-09-2019,Delhi,Cochin,10:35,8h 25m,1 stop,No info,11098,06-09-2019 10:35,505,06-09-2019 19:00
9373,Jet Airways,06-09-2019,Kolkata,Banglore,08:25,20h 15m,1 stop,No info,13731,06-09-2019 08:25,1215,07-09-2019 04:40
9374,Jet Airways,06-09-2019,Delhi,Cochin,05:30,22h 55m,2 stops,No info,13014,06-09-2019 05:30,1375,07-09-2019 04:25
9375,Jet Airways,06-09-2019,Kolkata,Banglore,08:25,7h 55m,1 stop,In-flight meal not included,10844,06-09-2019 08:25,475,06-09-2019 16:20
9376,Jet Airways,06-09-2019,Delhi,Cochin,09:40,9h 20m,2 stops,No info,13014,06-09-2019 09:40,560,06-09-2019 19:00
9377,Jet Airways,06-09-2019,Kolkata,Banglore,17:00,28h 5m,1 stop,In-flight meal not included,10539,06-09-2019 17:00,1685,07-09-2019 21:05
9378,IndiGo,06-09-2019,Delhi,Cochin,14:20,8h 10m,1 stop,No info,6938,06-09-2019 14:20,490,06-09-2019 22:30
9379,Jet Airways,06-09-2019,Delhi,Cochin,09:40,9h 20m,2 stops,In-flight meal not included,10368,06-09-2019 09:40,560,06-09-2019 19:00
9380,Multiple carriers,06-09-2019,Delhi,Cochin,09:00,10h,1 stop,No info,12192,06-09-2019 09:00,600,06-09-2019 19:00
9381,Vistara,06-09-2019,Kolkata,Banglore,07:10,11h 40m,1 stop,No info,9555,06-09-2019 07:10,700,06-09-2019 18:50
9382,Jet Airways,06-09-2019,Delhi,Cochin,19:15,23h 45m,1 stop,In-flight meal not included,10577,06-09-2019 19:15,1425,07-09-2019 19:00
9383,Multiple carriers,06-09-2019,Delhi,Cochin,07:05,13h 55m,1 stop,No info,13587,06-09-2019 07:05,835,06-09-2019 21:00
9384,Multiple carriers,06-09-2019,Delhi,Cochin,13:00,8h,1 stop,No info,7408,06-09-2019 13:00,480,06-09-2019 21:00
9385,SpiceJet,06-09-2019,Delhi,Cochin,15:45,6h 20m,1 stop,No info,6297,06-09-2019 15:45,380,06-09-2019 22:05
9386,Air Asia,06-09-2019,Kolkata,Banglore,06:50,3h 40m,1 stop,No info,6857,06-09-2019 06:50,220,06-09-2019 10:30
9387,Jet Airways,06-09-2019,Kolkata,Banglore,20:00,20h 20m,1 stop,No info,14571,06-09-2019 20:00,1220,07-09-2019 16:20
9388,GoAir,06-09-2019,Delhi,Cochin,07:00,5h 55m,1 stop,No info,5897,06-09-2019 07:00,355,06-09-2019 12:55
9389,Jet Airways,06-09-2019,Kolkata,Banglore,21:10,12h 55m,1 stop,No info,14939,06-09-2019 21:10,775,07-09-2019 10:05
9390,IndiGo,06-09-2019,Delhi,Cochin,10:35,10h 25m,1 stop,No info,6314,06-09-2019 10:35,625,06-09-2019 21:00
9391,GoAir,06-09-2019,Banglore,Delhi,20:55,2h 45m,non-stop,No info,3898,06-09-2019 20:55,165,06-09-2019 23:40
9392,IndiGo,06-09-2019,Delhi,Cochin,07:35,14h 55m,1 stop,No info,6442,06-09-2019 07:35,895,06-09-2019 22:30
9393,Jet Airways,06-09-2019,Delhi,Cochin,09:00,10h,1 stop,In-flight meal not included,10262,06-09-2019 09:00,600,06-09-2019 19:00
9394,Jet Airways,06-09-2019,Delhi,Cochin,19:45,8h 40m,1 stop,In-flight meal not included,10577,06-09-2019 19:45,520,07-09-2019 04:25
9395,IndiGo,06-09-2019,Kolkata,Banglore,21:00,5h 15m,1 stop,No info,6911,06-09-2019 21:00,315,07-09-2019 02:15
9396,Air India,06-09-2019,Kolkata,Banglore,10:00,10h 25m,1 stop,No info,10413,06-09-2019 10:00,625,06-09-2019 20:25
9397,Jet Airways,06-09-2019,Kolkata,Banglore,10:20,7h 15m,1 stop,In-flight meal not included,5608,06-09-2019 10:20,435,06-09-2019 17:35
9398,IndiGo,06-09-2019,Kolkata,Banglore,22:15,2h 35m,non-stop,No info,5224,06-09-2019 22:15,155,07-09-2019 00:50
9399,Multiple carriers,06-09-2019,Delhi,Cochin,12:50,8h 10m,1 stop,No info,7005,06-09-2019 12:50,490,06-09-2019 21:00
9400,Multiple carriers,06-09-2019,Delhi,Cochin,09:15,9h 45m,1 stop,No info,11622,06-09-2019 09:15,585,06-09-2019 19:00
9401,Air India,06-09-2019,Kolkata,Banglore,07:00,18h 20m,2 stops,No info,13033,06-09-2019 07:00,1100,07-09-2019 01:20
9402,IndiGo,06-09-2019,Delhi,Cochin,07:35,8h 35m,1 stop,No info,6442,06-09-2019 07:35,515,06-09-2019 16:10
9403,Air India,06-09-2019,Banglore,Delhi,10:00,2h 45m,non-stop,No info,6961,06-09-2019 10:00,165,06-09-2019 12:45
9404,Jet Airways,06-09-2019,Delhi,Cochin,19:30,17h 5m,2 stops,No info,13014,06-09-2019 19:30,1025,07-09-2019 12:35
9405,Jet Airways,06-09-2019,Delhi,Cochin,02:15,10h 20m,1 stop,No info,18371,06-09-2019 02:15,620,06-09-2019 12:35
9406,Jet Airways,06-09-2019,Delhi,Cochin,19:15,17h 20m,1 stop,In-flight meal not included,10577,06-09-2019 19:15,1040,07-09-2019 12:35
9407,Jet Airways,06-09-2019,Delhi,Cochin,08:00,11h,1 stop,In-flight meal not included,10262,06-09-2019 08:00,660,06-09-2019 19:00
9408,Jet Airways,06-09-2019,Kolkata,Banglore,20:25,21h 35m,1 stop,No info,13401,06-09-2019 20:25,1295,07-09-2019 18:00
9409,Air Asia,06-09-2019,Kolkata,Banglore,22:40,12h,1 stop,No info,11323,06-09-2019 22:40,720,07-09-2019 10:40
9410,Air India,06-09-2019,Kolkata,Banglore,12:00,25h 15m,1 stop,No info,7662,06-09-2019 12:00,1515,07-09-2019 13:15
9411,IndiGo,06-09-2019,Delhi,Cochin,14:20,3h 15m,non-stop,No info,5601,06-09-2019 14:20,195,06-09-2019 17:35
9412,Jet Airways,06-09-2019,Kolkata,Banglore,09:35,9h 35m,1 stop,In-flight meal not included,13994,06-09-2019 09:35,575,06-09-2019 19:10
9413,Air India,06-09-2019,Kolkata,Banglore,17:30,26h 55m,1 stop,No info,10413,06-09-2019 17:30,1615,07-09-2019 20:25
9414,SpiceJet,06-09-2019,Kolkata,Banglore,09:00,2h 25m,non-stop,No check-in baggage included,3841,06-09-2019 09:00,145,06-09-2019 11:25
9415,Jet Airways,06-09-2019,Mumbai,Hyderabad,19:35,1h 30m,non-stop,No info,5678,06-09-2019 19:35,90,06-09-2019 21:05
9416,Multiple carriers,06-09-2019,Delhi,Cochin,09:00,12h,1 stop,No info,7408,06-09-2019 09:00,720,06-09-2019 21:00
9417,Air India,06-09-2019,Kolkata,Banglore,09:50,11h 15m,1 stop,No info,7662,06-09-2019 09:50,675,06-09-2019 21:05
9418,Air India,06-09-2019,Delhi,Cochin,17:15,14h 25m,2 stops,No info,12199,06-09-2019 17:15,865,07-09-2019 07:40
9419,Jet Airways,06-09-2019,Kolkata,Banglore,17:00,21h 25m,1 stop,No info,14151,06-09-2019 17:00,1285,07-09-2019 14:25
9420,Air India,06-09-2019,Delhi,Cochin,05:15,25h 35m,1 stop,No info,6587,06-09-2019 05:15,1535,07-09-2019 06:50
9421,Jet Airways,06-09-2019,Delhi,Cochin,09:00,19h 25m,1 stop,In-flight meal not included,10262,06-09-2019 09:00,1165,07-09-2019 04:25
9422,Jet Airways,06-09-2019,Delhi,Cochin,15:00,28h,1 stop,In-flight meal not included,10262,06-09-2019 15:00,1680,07-09-2019 19:00
9423,IndiGo,06-09-2019,Mumbai,Hyderabad,19:05,1h 30m,non-stop,No info,2754,06-09-2019 19:05,90,06-09-2019 20:35
9424,Jet Airways,06-09-2019,Kolkata,Banglore,20:00,20h 20m,1 stop,In-flight meal not included,10844,06-09-2019 20:00,1220,07-09-2019 16:20
9425,Jet Airways,06-09-2019,Kolkata,Banglore,09:35,11h 30m,1 stop,No info,14676,06-09-2019 09:35,690,06-09-2019 21:05
9426,Jet Airways,06-09-2019,Delhi,Cochin,17:30,25h 30m,1 stop,In-flight meal not included,10262,06-09-2019 17:30,1530,07-09-2019 19:00
9427,IndiGo,06-09-2019,Delhi,Cochin,09:15,11h 45m,1 stop,No info,6838,06-09-2019 09:15,705,06-09-2019 21:00
9428,Jet Airways,06-09-2019,Kolkata,Banglore,09:35,25h 20m,1 stop,No info,14151,06-09-2019 09:35,1520,07-09-2019 10:55
9429,IndiGo,06-09-2019,Delhi,Cochin,16:00,9h 30m,1 stop,No info,6316,06-09-2019 16:00,570,07-09-2019 01:30
9430,GoAir,06-09-2019,Delhi,Cochin,10:35,9h,1 stop,No info,5281,06-09-2019 10:35,540,06-09-2019 19:35
9431,Jet Airways,06-09-2019,Delhi,Cochin,14:35,13h 50m,2 stops,No info,13376,06-09-2019 14:35,830,07-09-2019 04:25
9432,Air India,06-09-2019,Delhi,Cochin,05:00,38h 15m,2 stops,No info,9968,06-09-2019 05:00,2295,07-09-2019 19:15
9433,Vistara,06-09-2019,Kolkata,Banglore,17:00,27h 20m,1 stop,No info,8610,06-09-2019 17:00,1640,07-09-2019 20:20
9434,Multiple carriers,06-09-2019,Delhi,Cochin,12:50,12h 40m,1 stop,No info,6795,06-09-2019 12:50,760,07-09-2019 01:30
9435,Jet Airways,06-09-2019,Kolkata,Banglore,18:55,17h 5m,1 stop,In-flight meal not included,10844,06-09-2019 18:55,1025,07-09-2019 12:00
9436,IndiGo,06-09-2019,Mumbai,Hyderabad,09:10,1h 30m,non-stop,No info,4049,06-09-2019 09:10,90,06-09-2019 10:40
9437,Jet Airways,06-09-2019,Kolkata,Banglore,14:05,9h 30m,1 stop,No info,14571,06-09-2019 14:05,570,06-09-2019 23:35
9438,IndiGo,06-09-2019,Delhi,Cochin,15:10,4h 50m,1 stop,No info,7060,06-09-2019 15:10,290,06-09-2019 20:00
9439,Jet Airways,06-09-2019,Kolkata,Banglore,21:10,12h 55m,1 stop,In-flight meal not included,11841,06-09-2019 21:10,775,07-09-2019 10:05
9440,Multiple carriers,06-09-2019,Delhi,Cochin,17:50,7h 40m,2 stops,No info,18485,06-09-2019 17:50,460,07-09-2019 01:30
9441,Jet Airways,06-09-2019,Kolkata,Banglore,20:25,24h 40m,1 stop,In-flight meal not included,10539,06-09-2019 20:25,1480,07-09-2019 21:05
9442,Air India,06-09-2019,Kolkata,Banglore,14:35,24h,1 stop,No info,6528,06-09-2019 14:35,1440,07-09-2019 14:35
9443,Jet Airways,06-09-2019,Kolkata,Banglore,21:10,25h 25m,1 stop,In-flight meal not included,10844,06-09-2019 21:10,1525,07-09-2019 22:35
9444,Jet Airways,06-09-2019,Delhi,Cochin,18:15,18h 20m,1 stop,In-flight meal not included,10577,06-09-2019 18:15,1100,07-09-2019 12:35
9445,Vistara,06-09-2019,Kolkata,Banglore,20:20,27h 5m,1 stop,No info,8085,06-09-2019 20:20,1625,07-09-2019 23:25
9446,Jet Airways,06-09-2019,Kolkata,Banglore,21:10,7h 30m,1 stop,No info,13731,06-09-2019 21:10,450,07-09-2019 04:40
9447,Multiple carriers,06-09-2019,Delhi,Cochin,13:00,8h,1 stop,No info,13587,06-09-2019 13:00,480,06-09-2019 21:00
9448,Jet Airways,06-09-2019,Kolkata,Banglore,20:00,12h 15m,1 stop,No info,14939,06-09-2019 20:00,735,07-09-2019 08:15
9449,IndiGo,06-09-2019,Chennai,Kolkata,05:15,2h 25m,non-stop,No info,3540,06-09-2019 05:15,145,06-09-2019 07:40
9450,Jet Airways,06-09-2019,Kolkata,Banglore,20:25,25h 40m,1 stop,In-flight meal not included,10539,06-09-2019 20:25,1540,07-09-2019 22:05
9451,Multiple carriers,06-09-2019,Delhi,Cochin,09:45,6h 25m,1 stop,No info,9646,06-09-2019 09:45,385,06-09-2019 16:10
9452,Air India,06-09-2019,Kolkata,Banglore,09:25,9h 5m,1 stop,No info,8576,06-09-2019 09:25,545,06-09-2019 18:30
9453,Jet Airways,06-09-2019,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,5678,06-09-2019 10:20,90,06-09-2019 11:50
9454,Multiple carriers,06-09-2019,Delhi,Cochin,11:40,7h 20m,1 stop,No info,11789,06-09-2019 11:40,440,06-09-2019 19:00
9455,Jet Airways,06-09-2019,Delhi,Cochin,20:55,7h 30m,1 stop,In-flight meal not included,10577,06-09-2019 20:55,450,07-09-2019 04:25
9456,Jet Airways,06-09-2019,Delhi,Cochin,21:25,21h 35m,2 stops,No info,13292,06-09-2019 21:25,1295,07-09-2019 19:00
9457,Jet Airways,06-09-2019,Banglore,Delhi,06:00,2h 45m,non-stop,No info,8016,06-09-2019 06:00,165,06-09-2019 08:45
9458,Jet Airways,06-09-2019,Kolkata,Banglore,20:00,16h,1 stop,In-flight meal not included,10844,06-09-2019 20:00,960,07-09-2019 12:00
9459,Multiple carriers,06-09-2019,Delhi,Cochin,03:50,15h 10m,1 stop,No info,12192,06-09-2019 03:50,910,06-09-2019 19:00
9460,Jet Airways,06-09-2019,Kolkata,Banglore,18:55,23h 20m,1 stop,In-flight meal not included,10844,06-09-2019 18:55,1400,07-09-2019 18:15
9461,Multiple carriers,06-09-2019,Delhi,Cochin,06:40,12h 20m,1 stop,No info,10877,06-09-2019 06:40,740,06-09-2019 19:00
9462,IndiGo,06-09-2019,Kolkata,Banglore,17:35,4h 40m,1 stop,No info,5699,06-09-2019 17:35,280,06-09-2019 22:15
9463,IndiGo,06-09-2019,Delhi,Cochin,15:00,10h 30m,1 stop,No info,6316,06-09-2019 15:00,630,07-09-2019 01:30
9464,Jet Airways,06-09-2019,Delhi,Cochin,06:45,29h 50m,2 stops,No info,13376,06-09-2019 06:45,1790,07-09-2019 12:35
9465,Jet Airways,06-09-2019,Delhi,Cochin,15:00,21h 35m,1 stop,In-flight meal not included,10262,06-09-2019 15:00,1295,07-09-2019 12:35
9466,Air India,06-09-2019,Kolkata,Banglore,05:50,27h 5m,2 stops,No info,12723,06-09-2019 05:50,1625,07-09-2019 08:55
9467,Jet Airways,06-09-2019,Delhi,Cochin,22:50,5h 35m,1 stop,In-flight meal not included,10262,06-09-2019 22:50,335,07-09-2019 04:25
9468,Air India,06-09-2019,Kolkata,Banglore,07:00,22h 25m,2 stops,No info,12744,06-09-2019 07:00,1345,07-09-2019 05:25
9469,Air India,06-09-2019,Delhi,Cochin,20:15,23h,2 stops,No info,13381,06-09-2019 20:15,1380,07-09-2019 19:15
9470,Jet Airways,06-09-2019,Delhi,Cochin,11:30,25h 5m,1 stop,In-flight meal not included,10262,06-09-2019 11:30,1505,07-09-2019 12:35
9471,Multiple carriers,06-09-2019,Delhi,Cochin,10:00,9h,1 stop,No info,12192,06-09-2019 10:00,540,06-09-2019 19:00
9472,Jet Airways,06-09-2019,Delhi,Cochin,06:45,29h 50m,2 stops,No info,13376,06-09-2019 06:45,1790,07-09-2019 12:35
9473,Jet Airways,06-09-2019,Kolkata,Banglore,09:35,12h 30m,1 stop,No info,14676,06-09-2019 09:35,750,06-09-2019 22:05
9474,Jet Airways,06-09-2019,Kolkata,Banglore,14:05,6h 40m,1 stop,In-flight meal not included,10844,06-09-2019 14:05,400,06-09-2019 20:45
9475,SpiceJet,06-09-2019,Kolkata,Banglore,17:10,2h 30m,non-stop,No info,4174,06-09-2019 17:10,150,06-09-2019 19:40
9476,Multiple carriers,06-09-2019,Delhi,Cochin,08:00,13h,1 stop,No info,7408,06-09-2019 08:00,780,06-09-2019 21:00
9477,Jet Airways,06-09-2019,Delhi,Cochin,11:45,24h 50m,2 stops,No info,13882,06-09-2019 11:45,1490,07-09-2019 12:35
9478,Jet Airways,06-09-2019,Delhi,Cochin,09:40,26h 55m,2 stops,No info,13014,06-09-2019 09:40,1615,07-09-2019 12:35
9479,Vistara,06-09-2019,Kolkata,Banglore,07:10,27h 35m,1 stop,No info,9397,06-09-2019 07:10,1655,07-09-2019 10:45
9480,Vistara,06-09-2019,Banglore,Delhi,19:30,2h 45m,non-stop,No info,4878,06-09-2019 19:30,165,06-09-2019 22:15
9481,Air India,06-09-2019,Kolkata,Banglore,16:45,28h 20m,1 stop,No info,7662,06-09-2019 16:45,1700,07-09-2019 21:05
9482,Air India,06-09-2019,Delhi,Cochin,09:45,23h 40m,2 stops,No info,11185,06-09-2019 09:45,1420,07-09-2019 09:25
9483,Jet Airways,06-09-2019,Delhi,Cochin,13:00,6h,1 stop,No info,14714,06-09-2019 13:00,360,06-09-2019 19:00
9484,Jet Airways,06-09-2019,Mumbai,Hyderabad,07:05,1h 25m,non-stop,In-flight meal not included,4050,06-09-2019 07:05,85,06-09-2019 08:30
9485,Jet Airways,06-09-2019,Delhi,Cochin,06:45,21h 40m,2 stops,No info,13376,06-09-2019 06:45,1300,07-09-2019 04:25
9486,Jet Airways,06-09-2019,Delhi,Cochin,19:45,23h 15m,1 stop,In-flight meal not included,10577,06-09-2019 19:45,1395,07-09-2019 19:00
9487,Jet Airways,06-09-2019,Delhi,Cochin,19:15,9h 10m,1 stop,In-flight meal not included,10577,06-09-2019 19:15,550,07-09-2019 04:25
9488,Jet Airways,06-09-2019,Delhi,Cochin,17:30,10h 55m,1 stop,In-flight meal not included,10262,06-09-2019 17:30,655,07-09-2019 04:25
9489,IndiGo,06-09-2019,Kolkata,Banglore,19:20,4h 25m,1 stop,No info,4205,06-09-2019 19:20,265,06-09-2019 23:45
9490,Multiple carriers,06-09-2019,Delhi,Cochin,09:00,12h,1 stop,No info,13587,06-09-2019 09:00,720,06-09-2019 21:00
9491,Jet Airways,06-09-2019,Delhi,Cochin,20:55,22h 5m,1 stop,No info,14924,06-09-2019 20:55,1325,07-09-2019 19:00
9492,Vistara,06-09-2019,Banglore,Delhi,11:30,2h 50m,non-stop,No info,4668,06-09-2019 11:30,170,06-09-2019 14:20
9493,Jet Airways,06-09-2019,Kolkata,Banglore,17:00,26h 10m,1 stop,In-flight meal not included,10539,06-09-2019 17:00,1570,07-09-2019 19:10
9494,Jet Airways,06-09-2019,Kolkata,Banglore,16:30,7h 5m,1 stop,In-flight meal not included,10844,06-09-2019 16:30,425,06-09-2019 23:35
9495,Multiple carriers,06-09-2019,Delhi,Cochin,08:30,10h 30m,1 stop,No info,11622,06-09-2019 08:30,630,06-09-2019 19:00
9496,Air Asia,06-09-2019,Delhi,Cochin,16:45,5h 40m,1 stop,No info,13470,06-09-2019 16:45,340,06-09-2019 22:25
9497,Air India,06-09-2019,Delhi,Cochin,21:00,22h 15m,1 stop,No info,8372,06-09-2019 21:00,1335,07-09-2019 19:15
9498,Jet Airways,06-09-2019,Delhi,Cochin,07:05,5h 30m,1 stop,In-flight meal not included,10262,06-09-2019 07:05,330,06-09-2019 12:35
9499,IndiGo,06-09-2019,Chennai,Kolkata,14:45,2h 20m,non-stop,No info,3597,06-09-2019 14:45,140,06-09-2019 17:05
9500,SpiceJet,06-09-2019,Banglore,Delhi,21:10,2h 55m,non-stop,No info,3971,06-09-2019 21:10,175,07-09-2019 00:05
9501,Jet Airways,06-09-2019,Delhi,Cochin,10:00,18h 25m,1 stop,In-flight meal not included,10262,06-09-2019 10:00,1105,07-09-2019 04:25
9502,Jet Airways,06-09-2019,Delhi,Cochin,07:05,11h 55m,1 stop,No info,14714,06-09-2019 07:05,715,06-09-2019 19:00
9503,Jet Airways,06-09-2019,Delhi,Cochin,05:30,7h 5m,2 stops,No info,14441,06-09-2019 05:30,425,06-09-2019 12:35
9504,Jet Airways,06-09-2019,Kolkata,Banglore,20:00,26h 35m,1 stop,In-flight meal not included,10844,06-09-2019 20:00,1595,07-09-2019 22:35
9505,Jet Airways,06-09-2019,Delhi,Cochin,11:45,16h 40m,2 stops,No info,13882,06-09-2019 11:45,1000,07-09-2019 04:25
9506,IndiGo,06-09-2019,Delhi,Cochin,04:55,16h 5m,1 stop,No info,6093,06-09-2019 04:55,965,06-09-2019 21:00
9507,Multiple carriers,06-09-2019,Delhi,Cochin,14:55,7h 35m,1 stop,No info,6723,06-09-2019 14:55,455,06-09-2019 22:30
9508,IndiGo,06-09-2019,Delhi,Cochin,17:05,5h 10m,1 stop,No info,6493,06-09-2019 17:05,310,06-09-2019 22:15
9509,IndiGo,06-09-2019,Delhi,Cochin,10:35,14h 55m,1 stop,No info,6104,06-09-2019 10:35,895,07-09-2019 01:30
9510,Jet Airways,06-09-2019,Kolkata,Banglore,09:35,24h 10m,1 stop,No info,14151,06-09-2019 09:35,1450,07-09-2019 09:45
9511,Jet Airways,06-09-2019,Delhi,Cochin,14:35,22h,2 stops,No info,13376,06-09-2019 14:35,1320,07-09-2019 12:35
9512,IndiGo,06-09-2019,Delhi,Cochin,05:35,3h 15m,non-stop,No info,5601,06-09-2019 05:35,195,06-09-2019 08:50
9513,Jet Airways,06-09-2019,Banglore,Delhi,11:10,2h 55m,non-stop,In-flight meal not included,7229,06-09-2019 11:10,175,06-09-2019 14:05
9514,Jet Airways,06-09-2019,Delhi,Cochin,19:30,17h 5m,2 stops,In-flight meal not included,10368,06-09-2019 19:30,1025,07-09-2019 12:35
9515,Jet Airways,06-09-2019,Kolkata,Banglore,14:05,5h 45m,1 stop,In-flight meal not included,10844,06-09-2019 14:05,345,06-09-2019 19:50
9516,Jet Airways,06-09-2019,Delhi,Cochin,19:45,16h 50m,1 stop,In-flight meal not included,10577,06-09-2019 19:45,1010,07-09-2019 12:35
9517,Jet Airways,06-09-2019,Delhi,Cochin,05:30,22h 55m,2 stops,In-flight meal not included,10368,06-09-2019 05:30,1375,07-09-2019 04:25
9518,Air India,06-09-2019,Delhi,Cochin,20:00,11h 40m,1 stop,No info,8372,06-09-2019 20:00,700,07-09-2019 07:40
9519,Air Asia,06-09-2019,Kolkata,Banglore,19:55,2h 30m,non-stop,No info,4409,06-09-2019 19:55,150,06-09-2019 22:25
9520,Jet Airways,06-09-2019,Banglore,Delhi,06:00,2h 45m,non-stop,In-flight meal not included,7229,06-09-2019 06:00,165,06-09-2019 08:45
9521,IndiGo,06-09-2019,Delhi,Cochin,20:25,5h 5m,1 stop,No info,5458,06-09-2019 20:25,305,07-09-2019 01:30
9522,IndiGo,06-09-2019,Kolkata,Banglore,15:30,2h 35m,non-stop,No info,5224,06-09-2019 15:30,155,06-09-2019 18:05
9523,Multiple carriers,06-09-2019,Delhi,Cochin,02:15,9h 15m,1 stop,No info,13587,06-09-2019 02:15,555,06-09-2019 11:30
9524,Air India,06-09-2019,Chennai,Kolkata,11:40,2h 15m,non-stop,No info,4667,06-09-2019 11:40,135,06-09-2019 13:55
9525,Vistara,06-09-2019,Kolkata,Banglore,20:20,14h 25m,1 stop,No info,9397,06-09-2019 20:20,865,07-09-2019 10:45
9526,Jet Airways,06-09-2019,Kolkata,Banglore,18:55,25h 50m,1 stop,In-flight meal not included,10844,06-09-2019 18:55,1550,07-09-2019 20:45
9527,Air India,06-09-2019,Delhi,Cochin,17:40,5h 20m,1 stop,No info,7384,06-09-2019 17:40,320,06-09-2019 23:00
9528,IndiGo,06-09-2019,Mumbai,Hyderabad,02:35,1h 30m,non-stop,No info,2754,06-09-2019 02:35,90,06-09-2019 04:05
9529,GoAir,06-09-2019,Delhi,Cochin,07:30,6h 5m,1 stop,No info,6276,06-09-2019 07:30,365,06-09-2019 13:35
9530,Jet Airways,06-09-2019,Kolkata,Banglore,16:30,6h 5m,1 stop,No info,14571,06-09-2019 16:30,365,06-09-2019 22:35
